Team_Experience_Avg,Tech_Stack_Diversity,Commit_Velocity,Communication_Freq,Sleep_Hours,Prior_Wins,Target
8,Low,12.462998701017796,40.155489572925156,3.6270212667318233,2,0
10,Medium,29.626661368198874,47.37530653261358,4.263495558645844,5,1
9,Medium,25.991265361546372,45.99838868386639,2.575573393867896,1,0
9,Medium,18.56469302295609,38.149962123961544,2.0,5,0
1,Medium,13.434640151622707,10.0,4.876196916018712,1,0
9,Medium,31.0588554795727,85.09623751199229,4.899053182484661,2,1
7,Medium,36.277120081948794,50.008359275562846,5.384692676805,5,1
9,Medium,26.78590517392803,46.43379776141847,4.868788722911641,3,0
8,Medium,10.655346581503132,56.503382601039014,8.0,5,0
1,Medium,14.426671828252697,48.3988450293182,5.252614014909046,4,0
8,Medium,20.678762906759463,41.39368310709101,2.9353057158250926,1,0
8,Medium,40.6461974116075,29.887080272161015,3.320127716446125,1,0
3,Low,22.532493379011242,13.22774447008608,5.000457004023092,3,0
1,Low,20.314310772018,22.91242140091213,4.346860073662294,1,0
8,High,8.265152003238853,27.666518665797057,3.1572801542548037,1,0
3,Medium,18.43315209889889,63.01844316081937,4.911727876050706,3,0
3,Low,12.670636460091698,64.49246293528789,4.9336636559264875,5,0
1,Low,14.968201690772,32.36401791066458,7.393540600245073,2,0
5,Low,26.199506801587425,10.0,3.6258654393168563,5,0
10,High,20.988357943888225,50.18241439003753,4.373408291137741,4,1
7,Medium,41.994944526713454,41.56915568681363,7.388924583643448,4,1
10,High,35.780033727074766,41.07475026599737,5.492879311895914,1,1
9,Medium,18.911160621896613,69.11874951528729,3.6170679087209274,4,0
7,Medium,15.83182158259485,52.773052509457045,3.9279017232336364,2,0
9,Medium,38.82641935664193,30.472407029598415,3.1787618674480083,1,0
8,Medium,41.60042489483483,25.87173932081901,5.11590894151049,4,1
2,Low,5.0,44.74777286030087,6.546739977253506,0,0
1,High,25.928576239717014,31.87174475620716,7.446351913448488,0,0
7,High,22.48121692103273,48.552047519447655,2.7705774035978346,0,0
7,Medium,31.49120140059937,70.52284088803933,6.303675855474995,0,1
8,High,44.42668124161504,22.404351768010997,5.246469196700822,5,1
5,High,20.159429806722017,51.75558869617937,4.607104452744879,0,0
3,Medium,5.0,68.30099965338779,4.373992940181026,1,0
8,Low,30.790077001492637,48.27625328363782,2.118602246157929,3,0
6,Medium,38.89964068604203,64.43161790235307,5.956997943602369,5,1
3,Medium,21.96240218480225,44.25455015769076,3.021714836234976,3,0
1,Low,17.94962519860339,53.41656158847274,3.8777062774134374,1,0
3,Low,20.627405946223007,58.81569864684353,5.626976951829945,1,0
5,Medium,33.502053671312346,38.559951234737305,2.2750466443263413,2,0
3,Low,20.455390587150195,89.81352034379998,3.01880908577795,5,0
1,Medium,28.287603003428455,61.55160360663844,6.82799398871531,3,0
5,High,25.278029157399402,76.05970997433842,5.183088319359094,0,0
10,High,24.246203875772338,71.42047892721536,4.00669794931344,1,0
7,Low,32.012923267522325,56.545785385668225,5.188994231455265,0,1
7,High,20.214201001358056,77.71578844719615,6.004214506264605,3,0
9,Low,20.694134398177212,53.75829422383835,6.687151836856515,5,0
10,Low,32.97602849999754,35.40449433651274,3.3313472369603168,4,0
10,Medium,15.130746758313474,50.296384631259265,3.4627427556317327,4,0
3,Medium,16.19779809177673,29.876661751697373,5.9125149480180905,1,0
7,Medium,12.396857086564065,10.0,5.960618852750152,2,0
1,Medium,33.49010913276553,32.94915513881949,2.9840465273448253,0,0
4,Low,23.947630319187326,51.4576306594175,3.5190339867668046,1,0
4,Low,11.863848539209336,71.23849570976162,4.709379048707819,2,0
5,Medium,33.53808562309069,32.88961590847291,5.035364366645767,0,0
7,Medium,19.444578384245645,70.2032490705431,5.077894815956797,3,1
7,Medium,16.28321921163115,25.786340283862458,2.961014289976341,4,0
4,Low,23.04321441123048,31.609550677210997,5.062741655755232,2,0
7,Medium,39.78723609467892,78.98313206792903,3.9239439576943362,0,1
3,Low,21.0503780350343,50.95242039924991,3.2505235601145057,1,0
6,Low,30.753388641155844,46.52756109430713,4.9835059273829465,0,0
2,Medium,32.27080020450954,54.70559979815654,4.830509555468477,1,1
10,Low,29.43273298006406,25.871934985639086,6.2025398573839645,4,1
9,Low,37.71071649674262,43.38303742852355,3.7085474491048167,4,1
5,Medium,17.928839953677212,50.05322316253103,5.352755655467871,0,0
6,Medium,14.566651569496639,74.62761872358865,2.6469872173571143,0,0
4,Medium,14.370333439750052,16.591657213971978,4.587716484181215,1,0
10,Low,23.555315847002067,85.25980630751542,5.695516752493483,1,1
7,Low,15.52953342159471,47.50704523349914,5.822031840678696,2,0
9,Low,26.475409118653285,27.788875020659816,5.832250693952964,2,1
7,Low,25.769884197248935,24.167305677312175,6.206563695875499,2,0
1,Medium,35.18573303186041,55.46298634008412,4.331315249221309,0,1
1,High,27.9114430823604,23.055810398629486,5.743588157634447,5,0
9,Medium,20.838481441385518,38.79752909813803,7.8031171438124325,5,0
9,Medium,29.10849204432683,45.001938782444036,4.299301025591256,5,1
4,Medium,14.698059801020593,72.87351478809651,7.070297023847048,5,0
9,Medium,24.618593119756827,70.36906918527947,6.314709433312553,2,0
3,Medium,28.194012335955808,37.14015219762082,4.600514851485729,0,0
7,Medium,26.293175981501264,45.74633659558156,4.725686748233585,5,1
6,Medium,29.15065094935984,18.092301996485087,5.177603539500829,4,1
8,Low,18.559539842872088,10.0,6.2302474910474,3,0
9,Medium,36.52031402809516,25.418951048147605,5.60395194730027,4,0
5,High,43.22168949395707,72.4619472265162,4.287503604172726,0,1
1,Low,8.973238551414056,65.6016144444292,2.0,0,0
3,Low,12.844020040457519,57.66872525193228,6.008260938378228,3,0
10,Medium,25.430830080243854,20.84751026758846,2.1012534124344615,1,0
8,Medium,22.434490194471262,35.76680845217709,2.951030439574857,1,0
6,Medium,43.96412405772782,32.84357943642757,4.396284207947481,1,1
8,Medium,27.197843234244612,46.680032587588755,3.1788821004964403,2,0
9,Low,38.925452537259574,45.418928867357685,5.476292641705237,1,1
4,Medium,5.0,29.960862866083428,4.555717700574106,2,0
1,Medium,33.14169483332352,56.984336157970866,6.177846470633684,2,1
1,High,17.84483180741679,54.578927604084775,2.588423700168989,1,0
10,Medium,17.684574303803426,35.42353801814107,4.007153425719803,1,0
4,Low,22.51641973587876,56.085567832650625,5.0062990659938436,3,0
7,Low,10.75416360268908,72.48570736661041,5.064092195758934,5,0
2,Low,29.427855253218524,78.56121554246492,6.041054608215083,3,0
3,Medium,26.90714966716795,59.81324313219718,3.628117129409684,2,0
1,Low,27.661922481872704,59.225358868187115,4.297984572495501,3,0
5,Medium,33.87031022132906,45.19722171951377,5.761024491320555,2,0
1,Medium,40.147820461941535,70.59425791070318,2.0,0,1
8,Low,21.36288950912453,28.592970973204256,5.5774028778384395,2,0
1,Low,29.773506397364738,68.2770028681633,6.145922923542384,2,0
1,Low,27.929882083349792,44.24790531638394,2.9995089159826405,3,0
2,High,28.776145063289395,79.81873654403459,4.527465577572481,5,0
2,Low,28.925976644659833,61.76412814080149,7.238989724760721,0,1
6,Medium,40.905033445648385,48.642675378537994,5.989742446596722,4,1
7,High,20.403231315107064,45.27024702191453,5.670458409456299,4,0
5,Medium,9.74264096796318,60.51225708896874,6.486438972686729,5,0
1,High,18.021262313841127,59.54248695372111,7.706817676418754,4,0
1,Medium,32.57266933535405,42.033139909989444,5.0278011047275575,0,0
3,High,25.23329508647177,51.83671516536693,4.389216493666963,1,0
2,Low,20.32400659505004,67.92780174697204,6.482807616460898,0,0
5,Low,14.235027315903581,22.732874842395002,4.7188202960757355,3,0
10,Medium,27.212861217305324,64.51756441107426,3.607972012971585,2,0
6,High,31.44506275273809,60.424291567187076,4.189900620519136,2,1
7,High,28.05872055096028,73.7329495112298,5.468494373087571,3,1
4,Low,22.466696688450536,35.686925973935246,4.325606296383679,3,0
7,Low,26.466412842974623,50.11432172185782,4.437537128858129,2,0
8,High,26.408429665574154,54.10136752009791,3.4590262780321943,5,0
1,Low,26.896969312176623,64.7759303440047,7.153049774304218,1,0
6,Medium,13.156950489808798,58.58233858322001,4.486059920468794,1,0
8,High,26.97326350614878,25.208898023754507,3.9327335440771405,1,0
5,Medium,20.594035315338054,55.82088065723292,4.09231579009158,3,0
4,Medium,35.40618606009759,90.08457548540817,6.203788962443217,2,1
2,Medium,26.32918641750274,62.2351515192263,5.859797867754744,5,0
6,Low,33.35479221822892,82.760938890732,4.247217943785691,2,1
6,High,21.982186129502477,70.86122754589624,5.04846955696313,2,1
1,Medium,22.342861623885415,77.24803870876818,5.415056635778727,5,1
9,High,39.94251246256332,56.1993732196941,3.943878961241592,0,1
6,Low,29.363351884155083,60.43690219224234,2.6890658189150107,5,0
3,High,17.85485467594261,55.11035513282749,5.772556129146867,0,0
4,Medium,33.969744386204745,50.086817300990454,4.026898754002587,4,0
4,Low,19.666952665721293,64.84389960138209,5.660522525575879,0,0
3,Low,27.25698137811523,39.57996121985598,5.481539963371315,1,0
10,Medium,43.366746308594045,87.70764632029267,5.083688451883267,1,1
3,Medium,10.687176123619457,31.439740646234526,4.360809276815497,5,0
3,High,23.242180782334636,66.22776239834317,4.049107666226272,1,0
4,Low,29.082716409020307,77.57342834607178,3.292373892445664,1,0
7,Low,32.64698334664674,46.467564920791936,4.077878068416367,4,1
4,Medium,12.587660926391273,27.740453777236723,5.853222517325281,1,0
9,Medium,9.64209731424982,73.1105917856471,7.096738613185991,3,1
1,Medium,35.907493519904264,54.0679062010051,6.876649013363478,3,0
8,High,17.795851431961626,66.26632145203487,5.21813452426232,3,1
7,High,17.37717492002685,47.81090802325365,7.095941091022455,0,0
2,High,40.50249672772166,84.63849364644794,4.53977355820883,5,1
8,Medium,25.697023147318227,10.0,3.063429976227394,5,0
1,Medium,25.762382276815742,57.52355102567469,7.881311628815414,2,0
9,Medium,23.202005548484678,76.83498967503195,5.799212429685156,4,0
9,Medium,12.760179332568299,52.10678089658792,2.6980538741901197,3,0
2,High,31.756969493943878,56.04717386033823,7.338572867956042,3,1
7,Low,29.094505219256234,41.31976374865983,3.884866272336824,1,0
10,Medium,26.686913253394327,50.41377015733235,4.2111766134123005,3,0
3,Low,23.83676960723742,16.562867737273898,6.532074708624807,1,0
7,Medium,22.076803506617132,35.63137334760617,7.0425606704850425,1,0
10,High,34.12483389547415,34.264897457955435,3.4988914573381047,2,1
9,Medium,23.58706936793905,63.382479820585964,7.206486143040168,0,0
4,Low,24.359389614661108,38.57260481424531,6.311355194614162,1,0
1,High,30.298931548837736,39.150489001203596,3.800376782092038,1,0
2,Medium,27.07960930680386,42.4415327942972,4.631140603574743,5,0
1,Low,41.42276057540438,35.02710594969365,7.274203844860336,2,1
5,Low,7.386332225266955,55.38044538523395,2.6591575960875597,1,0
5,Low,27.99907438367263,57.55262938865819,7.071071563838329,4,1
7,Low,17.94394219527831,66.5003715944352,6.269610691754788,0,0
9,High,15.579134652450707,63.05500164575885,5.7637111434060495,4,0
9,Medium,20.429357939556525,61.05515489969402,5.197543532856511,3,0
3,High,25.546794084817616,43.42063332005113,7.955206973693717,0,0
3,Medium,25.9906907592341,42.13792499324242,8.0,3,0
3,Low,9.826937843215068,32.575779953030874,4.077155374973518,5,0
4,Medium,19.589161703221805,32.21512622211797,5.918307180847501,1,0
8,Low,27.812215514764592,53.88522819358521,7.811564745766748,2,1
6,Medium,16.230695492163456,35.61167918439838,3.8224331284999846,4,0
8,High,13.852160952834847,79.36648266711919,5.364709361467815,3,0
1,Medium,5.0,49.249983538510136,6.505813163423737,1,0
8,Medium,18.36806551624641,80.02780214319081,2.0,4,0
4,Low,13.503708010491861,61.435341091423346,6.242832843046834,4,0
1,Low,15.160671168899421,34.45527131056577,3.3673519648844037,5,0
8,Low,22.28179696720347,48.75907622836365,5.288497047433502,5,1
4,Medium,19.001711234571022,16.530953177645678,6.716517276337727,3,0
6,Low,13.337621061406939,53.8085071013057,2.0,1,0
8,Medium,5.0,36.28463184309365,6.178788331615844,2,0
4,Medium,28.023113051476425,27.730839835694777,8.0,3,1
3,Medium,32.52827213808473,80.44293517096094,4.200048500501204,4,1
9,Low,21.032550210056264,70.61175481968576,5.8650352201761855,4,0
3,Low,22.34224303545723,70.06077957524926,7.002929496049083,0,0
9,High,25.02810515686123,65.64222553301889,2.610582427685039,1,0
2,Medium,40.78783576612252,25.30221911748434,6.13605463780063,0,0
2,Medium,9.32292206174229,41.990410143863244,6.535649348896671,5,0
2,Low,20.855102741274305,43.209927170602256,5.9579303299051505,2,0
6,High,7.780270358672805,15.805258518021375,5.129934038307683,3,0
3,Medium,28.62318458735559,38.85997810312021,3.4993808272908105,4,0
9,Medium,23.560416062119888,39.07804048765912,7.087135030304365,1,1
4,High,27.029921129360776,52.51997894989924,5.051755347847487,4,1
1,Low,26.531225625910764,100.0,3.644179381064607,5,0
4,Medium,34.90708253703516,49.58207446790522,4.522961254378147,0,0
1,Medium,30.38132964568466,52.53028909139334,5.552578237002015,0,0
5,Low,33.305079576600875,44.99579454471716,2.658222564673684,3,0
4,High,14.34465310103056,64.7542576010749,5.026895528876176,1,0
8,Medium,36.93170864975144,28.52165582708446,4.374684174413016,5,1
8,Medium,17.776372605110005,87.92074990307879,7.004039722048983,1,0
7,Low,18.351304573760192,47.51681585066362,2.1876641040684066,3,0
3,Low,27.708425773529946,42.09620333937871,6.408136463753726,5,1
1,Medium,28.019182630492764,69.400741473276,7.125642238403772,5,1
1,Medium,14.281431977675215,32.18154815910293,2.2443670442782064,0,0
3,Low,23.26720708226103,64.38501966110667,2.424226271289387,0,0
6,Medium,39.88235316869476,78.10340111190722,7.6788500698497195,0,1
7,Medium,10.31663438465905,45.173144551939814,3.6434419270956004,4,0
6,Low,39.85219241012726,91.05683226159742,8.0,2,1
6,Medium,22.5830154858351,62.88583052522508,2.2912399467197506,0,0
6,Low,5.0,63.133885193288585,5.255071107480681,2,0
3,High,11.332682665170937,77.3173067037198,4.964909394120924,2,0
6,Medium,15.365224622648066,82.61469909272748,4.687706348652564,1,0
8,Low,18.76070699217258,55.2367797281276,5.694443541058674,3,0
2,Medium,23.95286741374662,65.93810882753876,5.780969637093601,4,1
5,Medium,5.0,77.92682986321856,4.748511526056344,2,0
1,Medium,26.868043924776536,26.763778472771257,3.478739084259094,4,0
1,Medium,14.449094916751157,15.409952007347044,6.571640546362069,1,0
5,Medium,38.905225716010584,48.848921591881904,5.9420789946242545,0,1
3,Low,22.298232792560256,14.930172851612404,5.171875535924111,5,0
4,Low,34.428461717327295,43.72009807384095,5.8945512236260384,2,1
3,Low,36.103489799142935,56.28747068398275,6.153412175136696,3,0
1,Medium,35.83273243466216,44.48722467889747,3.85740193477802,5,0
1,High,19.335932570375142,47.16813903792618,5.841020560222709,1,0
5,Medium,19.207998422786762,29.966669727581497,4.170446411722486,4,0
6,Low,22.75026700711685,65.76287087941888,6.2030500348802,0,0
3,Medium,31.362373753789257,28.730732657553204,4.711400620365153,4,1
9,High,19.893047302458374,10.0,5.91757936052258,3,0
5,Medium,23.807375264097523,45.8532245493356,4.349307050435716,2,0
8,High,27.735938163394497,68.30039849839912,5.9955536539065095,3,1
1,Low,15.951080739521334,51.59661583765953,3.5318461563259875,4,0
5,Low,15.318917116708823,26.7040596983953,5.054253319795193,4,0
3,High,23.417361185960093,52.03901934812672,6.470948772664901,5,0
1,Medium,24.741788149516417,58.766074095366996,5.700806985868888,3,0
4,Medium,29.33885480001643,51.80633383037853,5.288043100173817,3,0
5,Medium,31.718865749515558,44.70831506222827,7.7053420094759595,3,1
7,High,14.009371794283513,59.72077363285497,6.535455302733383,0,0
1,Medium,16.87915068056435,15.231461943597097,6.283309923879691,4,0
3,Medium,15.29247712436898,32.12089218474839,5.987041668374758,1,0
2,Medium,39.12447401591422,23.895838043893797,6.174045308369996,0,0
9,Medium,23.797294097974646,76.96772743976314,7.485653015828246,0,1
10,Medium,25.16129295245021,64.24063441976776,4.373496968418507,0,0
6,High,25.57774364013513,53.70250068628035,6.514105947912863,5,1
10,High,17.843299862823606,20.987566932943835,5.534731833162164,1,1
3,High,40.642695189460305,64.88295577896238,4.42532369429901,3,1
8,Low,29.11026654818728,77.73080269983632,4.850412345438081,5,1
8,Medium,25.39590529777949,61.42989472927124,5.328732022319515,4,0
2,Medium,13.94743578849434,49.29645166992886,3.710089898495866,2,0
6,Medium,13.380675083437552,62.63436063701231,6.29601916325067,5,1
7,Medium,21.910924683942316,55.45832228505378,4.845722863866442,2,1
2,High,18.0000820642817,68.52152467279477,5.127393743364011,4,1
10,Medium,14.325556544534482,68.07371283585906,7.03580382489171,1,0
2,Medium,21.290419804284447,45.578689267793465,5.194622307840204,2,0
10,Low,22.83571971724111,36.7871723423178,7.3290026666316574,0,0
1,Medium,26.417854204602698,42.00354118627644,4.212778236657284,5,0
8,Medium,19.96080528625737,60.71700670009868,3.3543952418080236,2,0
1,Medium,14.92399305339969,43.21120696404383,4.565010279582675,4,0
9,Low,15.27079114008753,34.98940763692353,2.0,0,0
6,Low,37.129727292261876,49.98093257493587,6.3586426287064155,2,1
7,Medium,12.482423136382577,72.14913861337902,3.4416521880687574,4,0
10,Low,28.631822982912702,52.70216134268127,4.073456867830595,1,0
7,Low,30.19546329774396,44.47564007999145,6.074417842431391,4,0
10,Low,23.787245241643312,56.4086358589353,5.178681646876837,1,0
3,Low,42.67829058405179,51.68078418099736,4.339181812879819,0,1
2,Low,30.01718993027699,11.32725917980644,2.0,4,0
9,Medium,43.4290304830465,63.93518286038318,6.951212044845791,3,1
8,Medium,18.489359980851276,58.149168798942185,6.0846200502146965,5,1
10,High,18.660545901065817,50.323435978914915,8.0,3,1
7,Medium,30.275371586800148,71.24713401445841,4.105430246014389,3,1
9,Medium,22.385343626807973,74.25998728500396,2.8183246034329885,3,0
4,Low,41.85665424892018,65.97537322947103,6.492132927896636,5,1
4,Low,28.417003836309373,32.993983679289315,4.717910123899474,3,0
1,Medium,14.554257801432843,33.68577778746081,5.942254788603434,1,0
8,Low,7.631835914559744,72.34671080003967,7.429872930989834,4,0
3,Medium,24.217614076567354,12.455521461096005,5.582229644696265,0,0
7,Medium,24.108768704667664,47.023049696757724,5.2509483508183,3,1
2,Medium,28.137659233083877,58.79651614062165,5.345004179458385,3,0
2,Low,37.10690573755903,14.991845291049913,2.544127721053003,0,0
7,Medium,35.791133039939275,54.68686477700599,6.662057314224571,0,1
6,Medium,19.210989676635673,69.08858153171904,6.758129243373743,3,0
3,Low,12.061805981955786,20.288478597930485,5.795855037443786,1,0
9,Medium,12.658788649909296,83.16340413388318,2.726893047603753,0,0
10,Medium,17.631982946786216,29.803398478021798,4.818276762294479,4,0
6,High,21.33268451960981,61.4947249295406,7.15778866308928,4,1
10,Low,28.05062138965167,48.32807143282734,4.151369505539798,1,0
10,High,16.990324031040203,51.39031247400903,6.7763795778704905,5,1
6,Medium,27.803919711133144,24.330097286516867,5.082644738985281,2,0
1,Medium,28.620401458590518,75.20945924706118,6.068755759273941,1,1
4,Low,26.433438825958895,56.51766926700467,4.381787880762825,3,0
10,Medium,13.71377002987305,82.41680353806312,5.1265713224685,2,0
6,Low,29.678267252359582,24.85165558841946,5.655072872253317,3,0
6,Medium,45.81269628766723,46.375307322426124,3.3751490391587238,4,1
5,Low,27.458968269129045,54.19058479404414,5.410869693468517,0,0
1,High,5.0,51.20766294589849,2.0,3,0
8,Medium,37.40879572046903,63.3357068934484,4.097747319767341,4,1
5,Medium,17.972522233006135,46.121629161522485,5.815824521545668,1,0
5,Low,47.657126904956925,92.44052092601372,6.680394380825843,3,1
7,Low,26.163634513659606,50.79684644376359,5.709128212698842,4,1
4,Medium,8.152993060141746,10.0,2.914524839253548,0,0
6,Medium,5.0,51.68402016678744,6.5492871932983725,3,0
4,Low,40.397407626758785,75.22927969732366,3.2912754027158986,5,1
3,Medium,36.059049859172724,31.533877962989322,5.921297827136526,4,1
7,High,47.260188857666904,30.264896216575274,3.341249383110713,3,1
8,Medium,25.109244855735554,33.192205873208195,3.8401906934567642,0,0
4,Medium,24.434701166203197,28.470463800457416,3.5654762961042765,3,0
2,High,21.172812078414424,40.41196572588012,5.20843788392258,3,0
10,Low,18.417097587407792,68.1859445269844,4.706698229563152,5,1
3,Medium,21.075704455421842,80.52665456825387,5.763364156446038,4,0
1,High,27.174633323240293,10.0,4.972047741990338,2,0
8,Low,16.560992130878983,42.43090692845085,2.7231898196194417,3,0
3,Medium,8.307106531260164,56.05395988753465,5.413718702146962,2,0
10,Medium,26.598766340141776,54.05356726770381,2.3567515243506962,1,0
7,Medium,16.33804401306568,87.99879333245778,3.6742190104264956,3,0
10,Medium,5.0,10.0,4.454130001881498,2,0
5,High,30.52567390657011,10.0,4.350194889215533,1,0
10,Medium,13.919409618829716,91.24425048076512,2.5288810092409615,5,0
5,Low,31.617894546907348,65.06867386494673,7.056739330307288,4,0
7,High,31.378481065159814,38.57256826094179,7.47200418508505,3,1
9,Low,27.83590011522833,53.4319754613591,8.0,4,1
5,Medium,49.96817840356496,54.86435245122133,6.721477126234485,1,1
1,Medium,23.619481500276226,38.089584193280416,4.406830191814589,4,0
10,Medium,22.143604325014117,52.83556741382868,4.3809807185771374,4,1
10,Medium,31.83672421416917,57.09626749320239,4.2981592457401625,0,1
1,High,24.445526378862073,90.3106052272565,7.978456529338664,1,0
2,Medium,36.604935373940094,69.26902444571083,4.826687796552259,4,1
6,Medium,12.311940924244777,84.7864628048415,6.903849360380341,2,0
9,Low,12.478255525356602,23.128570326542114,6.787152466579158,1,0
8,High,32.658094913262175,43.056054807642845,5.284321784121306,0,0
5,High,13.351890606613965,54.84493967863251,2.8225387344057427,3,0
1,Medium,31.090986064427142,11.577984937340744,4.8591220420236265,5,0
7,Low,28.700028462103656,73.6371867621856,5.220449414319429,4,0
5,Low,18.055117139723368,62.84419544622524,6.916881934854477,2,0
6,Low,28.67170160233434,42.65682960092272,5.029186868150438,0,0
7,Low,12.654075542157607,46.3333131299843,3.187091654562791,1,0
3,Medium,15.001000737362995,75.07733777647496,6.481864996597557,5,0
10,High,22.62812261587934,34.09124104726069,4.658688016253769,5,0
3,Medium,25.789278190722207,75.88370699324574,2.0,4,0
5,Low,21.963614630121423,44.95922526827424,5.487476861865118,0,0
6,Low,29.33115963873111,65.11992105553833,5.751156941180314,0,0
9,Low,28.884664150482912,51.735284111579745,3.735592710701318,2,0
5,Low,40.29366808348144,94.66387693302372,4.711931299065367,3,1
1,Low,24.047146528549955,32.25215219784948,5.986575538960925,3,0
4,Low,36.94563431184129,38.53434754846133,5.497677201803424,3,0
5,Medium,34.20725512893893,19.877490446223376,2.656014574827501,5,0
10,High,47.93977283293148,28.06485665941358,6.880325249746052,5,1
10,Medium,23.727419800977255,64.26256215389033,7.559495929307976,1,0
5,Medium,20.796412785470118,82.00327277730122,4.234724170952236,5,1
